"";"Name quoted";"Valide Name";"Simplified group";"Kingdom";"Class";"Order";"Family";"CD_NOM";"Date of the last observation"
"";"Galium aparine L., 1753";"Galium aparine L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Rubiaceae";"99373";"13-05-1986"
"";"Galium corsicum Spreng., 1827";"Galium corsicum Spreng., 1827";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Rubiaceae";"99407";"06-05-1983"
"";"Galium murale (L.) All., 1785";"Galium murale (L.) All., 1785";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Rubiaceae";"99479";"13-05-1986"
"";"Galium parisiense L., 1753 var. parisiense";"Galium parisiense L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Rubiaceae";"147302";"13-05-1986"
"";"Galium rotundifolium L., 1753";"Galium rotundifolium L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Rubiaceae";"99518";"30-04-2017"
"";"Galium scabrum L., 1753";"Galium scabrum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Rubiaceae";"99533";"06-06-2018"
"";"Capella media (Latham, 1787)";"Gallinago media (Latham, 1787)";"Oiseaux";"Animalia";"Aves";"Charadriiformes";"Scolopacidae";"2552";"09-09-2003"
"";"Ganula lanuginosa (Boissy, 1835)";"Ganula lanuginosa (Boissy, 1835)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Hygromiidae";"163343";"17-05-2017"
"";"Garrulus glandarius (Linnaeus, 1758)";"Garrulus glandarius (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Corvidae";"4466";"19-10-2018"
"";"Gaudinia fragilis (L.) P.Beauv., 1812";"Gaudinia fragilis (L.) P.Beauv., 1812";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"99683";"13-05-1986"
"";"Genista corsica (Loisel.) DC., 1815";"Genista corsica (Loisel.) DC., 1815";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"99736";"08-05-2018"
"";"Genista linifolia L., 1762";"Genista linifolia L., 1762";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"99776";"30-04-2017"
"";"Genista salzmannii DC., 1825 var. salzmannii";"Genista salzmannii DC., 1825";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"147369";"11-05-2018"
"";"Genista salzmannii DC., 1825";"Genista salzmannii DC., 1825";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"99812";"08-05-2018"
"";"Genista scorpius (L.) DC., 1805";"Genista scorpius (L.) DC., 1805";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"99815";"18-06-2018"
"";"Geotomus punctulatus (A. Costa, 1847)";"Geotomus punctulatus (A. Costa, 1847)";"Insectes et araignées";"Animalia";"Insecta";"Hemiptera";"Cydnidae";"238372";"23-05-1988"
"";"Geotrupes puncticollis Malinowsky, 1811";"Geotrupes spiniger Marsham, 1802";"Insectes et araignées";"Animalia";"Insecta";"Coleoptera";"Geotrupidae";"200451";"28-07-1997"
"";"Geranium columbinum L., 1753";"Geranium columbinum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Geraniales";"Geraniaceae";"100045";"12-05-2018"
"";"Geranium lanuginosum Lam., 1788";"Geranium lanuginosum Lam., 1788";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Geraniales";"Geraniaceae";"100076";"04-05-1983"
"";"Geranium lucidum L., 1753";"Geranium lucidum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Geraniales";"Geraniaceae";"100085";"16-06-2010"
"";"Geranium molle L., 1753 var. molle";"Geranium molle L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Geraniales";"Geraniaceae";"613525";"07-06-2010"
"";"Geranium molle L., 1753";"Geranium molle L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Geraniales";"Geraniaceae";"100104";"14-05-1986"
"";"Geranium robertianum L., 1753 subsp. robertianum";"Geranium robertianum L., 1753 subsp. robertianum";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Geraniales";"Geraniaceae";"135069";"12-05-2018"
"";"Geranium robertianum L., 1753";"Geranium robertianum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Geraniales";"Geraniaceae";"100142";"22-05-2012"
"";"Geranium rotundifolium L., 1753";"Geranium rotundifolium L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Geraniales";"Geraniaceae";"100144";"11-05-2018"
"";"Gibbaranea bituberculata (Walckenaer, 1802)";"Gibbaranea bituberculata (Walckenaer, 1802)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Araneidae";"1564";"15-05-2014"
"";"Glaucium flavum Crantz, 1763";"Glaucium flavum Crantz, 1763";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Ranunculales";"Papaveraceae";"100289";"13-06-2020"
"";"Glebionis coronaria (L.) Cass. ex Spach, 1841";"Glebionis coronaria (L.) Cass. ex Spach, 1841";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"611295";"26-05-2019"
"";"Glebionis segetum (L.) Fourr., 1869";"Glebionis segetum (L.) Fourr., 1869";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"100304";"08-05-2018"
"";"Gloiocladia repens (C.Agardh) Sánchez & Rodríguez-Prieto, 2007";"Gloiocladia repens (C.Agardh) Sánchez & Rodríguez-Prieto, 2007";"Plantes, mousses et fougères";"Plantae";"Florideophyceae";"Rhodymeniales";"Faucheaceae";"543207";"11-07-2016"
"";"Gobius incognitus Kovačić & Šanda, 2016";"Gobius incognitus Kovačić & Šanda, 2016";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Gobiidae";"849118";"01-09-2016"
"";"Gobius kolombatovici Kovačić & Miller, 2000";"Gobius kolombatovici Kovačić & Miller, 2000";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Gobiidae";"528556";"27-07-2009"
"";"Gobius vittatus Vinciguerra, 1883";"Gobius vittatus Vinciguerra, 1883";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Gobiidae";"70150";"07-07-2015"
"";"Gomphocarpus fruticosus (L.) R.Br., 1809";"Gomphocarpus fruticosus (L.) R.Br., 1809";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Apocynaceae";"100542";"16-09-2019"
"";"Gomphocarpus fruticosus (L.) W.T.Aiton, 1811";"Gomphocarpus fruticosus (L.) R.Br., 1809";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Apocynaceae";"100543";"10-06-2017"
"";"Chorthippus biguttulus (Linnaeus, 1758)";"Gomphocerippus biguttulus (Linnaeus, 1758)";"Insectes et araignées";"Animalia";"Insecta";"Orthoptera";"Acrididae";"66141";"23-07-1980"
"";"Chorthippus brunneus (Thunberg, 1815)";"Gomphocerippus brunneus (Thunberg, 1815)";"Insectes et araignées";"Animalia";"Insecta";"Orthoptera";"Acrididae";"66138";"23-07-1980"
"";"Gonepteryx cleopatra (Linnaeus, 1767)";"Gonepteryx cleopatra (Linnaeus, 1767)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Pieridae";"54419";"08-07-2019"
"";"Cystoseira barbata (Stackh.) C.Agardh, 1820";"Gongolaria barbata (Stackh.) Kuntze, 1891";"Autres";"Chromista";"Phaeophyceae";"Fucales";"Sargassaceae";"72650";"08-06-2013"
"";"Gymnopleurus mopsus (Pallas, 1781)";"Gymnopleurus mopsus (Pallas, 1781)";"Insectes et araignées";"Animalia";"Insecta";"Coleoptera";"Scarabaeidae";"10799";"21-05-1971"
"";"Gymnothorax unicolor (Delaroche, 1809)";"Gymnothorax unicolor (Delaroche, 1809)";"Poissons";"Animalia";"Actinopterygii";"Anguilliformes";"Muraenidae";"66856";"14-09-2020"
"";"Hacelia attenuata Gray, 1840";"Hacelia attenuata Gray, 1840";"Autres";"Animalia";"Asteroidea";"Valvatida";"Ophidiasteridae";"381182";"02-09-2018"
"";"Halimeda tuna (J.Ellis & Sol.) J.V.Lamour., 1816";"Halimeda tuna (J.Ellis & Sol.) J.V.Lamour., 1816";"Plantes, mousses et fougères";"Plantae";"Ulvophyceae";"Bryopsidales";"Halimedaceae";"380792";"07-07-2015"
"";"Halocynthia papillosa (Linnaeus, 1767)";"Halocynthia papillosa (Linnaeus, 1767)";"Autres";"Animalia";"Ascidiacea";"Stolidobranchia";"Pyuridae";"372759";"06-08-2019"
"";"Halopteris scoparia (L.) Sauv., 1904";"Halopteris scoparia (L.) Sauv., 1904";"Autres";"Chromista";"Phaeophyceae";"Sphacelariales";"Stypocaulaceae";"547659";"14-07-2015"
"";"Halymenia elongata C.Agardh, 1822";"Halymenia elongata C.Agardh, 1822";"Plantes, mousses et fougères";"Plantae";"Florideophyceae";"Halymeniales";"Halymeniaceae";"365600";"07-07-2015"
"";"Halymenia floresii (Clemente) C.Agardh, 1817";"Halymenia floresii (Clemente) C.Agardh, 1817";"Plantes, mousses et fougères";"Plantae";"Florideophyceae";"Halymeniales";"Halymeniaceae";"627521";"11-07-2016"
"";"Halyomorpha halys (Stål, 1855)";"Halyomorpha halys (Stål, 1855)";"Insectes et araignées";"Animalia";"Insecta";"Hemiptera";"Pentatomidae";"720069";"09-05-2019"
"";"Haplodrassus invalidus (O. Pickard-Cambridge, 1872)";"Haplodrassus invalidus (O. Pickard-Cambridge, 1872)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Gnaphosidae";"233342";"25-05-1988"
"";"Haplodrassus securifer Bosmans & Abrous, 2018";"Haplodrassus securifer Bosmans & Abrous, 2018";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Gnaphosidae";"905821";"15-05-2014"
"";"Harpactea corticalis (Simon, 1882)";"Harpactea corticalis (Simon, 1882)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Dysderidae";"233282";"24-05-1988"
"";"Hedera helix L., 1753";"Hedera helix L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Apiales";"Araliaceae";"100787";"25-06-2019"
"";"Helianthus annuus L., 1753";"Helianthus annuus L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"101027";"17-07-2020"
"";"Helichrysum italicum (Roth) G.Don, 1830 subsp. italicum";"Helichrysum italicum (Roth) G.Don, 1830 subsp. italicum";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"135254";"12-05-2018"
"";"Helichrysum italicum (Roth) G.Don, 1830";"Helichrysum italicum (Roth) G.Don, 1830";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"101080";"26-05-2019"
"";"Dracunculus muscivorus (L.f.) Parl., 1857";"Helicodiceros muscivorus (L.f.) Engl., 1879";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Alismatales";"Araceae";"95422";"09-03-1983"
"";"Heliophanus apiatus Simon, 1869";"Heliophanus apiatus Simon, 1869";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Salticidae";"233996";"23-05-1996"
"";"Heliophanus cupreus (Walckenaer, 1802)";"Heliophanus cupreus (Walckenaer, 1802)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Salticidae";"2091";"02-06-2010"
"";"Heliophanus rufithorax Simon, 1869";"Heliophanus rufithorax Simon, 1869";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Salticidae";"234005";"15-05-2014"
"";"Heliotropium europaeum L., 1753";"Heliotropium europaeum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Boraginales";"Heliotropiaceae";"101144";"19-09-2019"
"";"Helleria brevicornis Ebner, 1868";"Helleria brevicornis Ebner, 1868";"Crabes, crevettes, cloportes et mille-pattes";"Animalia";"Malacostraca";"Isopoda";"Tylidae";"237217";"10-05-2019"
"";"Anax ephippiger (Burmeister, 1839)";"Hemianax ephippiger (Burmeister, 1839)";"Insectes et araignées";"Animalia";"Insecta";"Odonata";"Aeshnidae";"626161";"01-08-2019"
"";"Hemidactylus turcicus (Linnaeus, 1758)";"Hemidactylus turcicus (Linnaeus, 1758)";"Amphibiens et reptiles";"Animalia";"";"Squamata";"Gekkonidae";"77559";"25-04-2017"
"";"Hemimycale columella (Bowerbank, 1874)";"Hemimycale columella (Bowerbank, 1874)";"Autres";"Animalia";"Demospongiae";"Poecilosclerida";"Hymedesmiidae";"71595";"26-08-2017"
"";"Heriaeus hirtus (Latreille, 1819)";"Heriaeus hirtus (Latreille, 1819)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Thomisidae";"1633";"15-05-2014"
"";"Heterosiphonia plumosa (J.Ellis) Batters, 1902";"Heterosiphonia plumosa (J.Ellis) Batters, 1902";"Plantes, mousses et fougères";"Plantae";"Florideophyceae";"Ceramiales";"Dasyaceae";"72875";"07-07-2015"
"";"Coluber viridiflavus Lacepède, 1789";"Hierophis viridiflavus (Lacepède, 1789)";"Amphibiens et reptiles";"Animalia";"";"Squamata";"Colubridae";"77947";"01-01-2000"
"";"Hipparchia aristaeus (Bonelli, 1826)";"Hipparchia aristaeus (Bonelli, 1826)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Nymphalidae";"53397";"29-06-2016"
"";"Hipparchia neomiris (Godart, 1823)";"Hipparchia neomiris (Godart, 1823)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Nymphalidae";"53389";"16-08-2016"
"";"Hippocampus guttulatus Cuvier, 1829";"Hippocampus guttulatus Cuvier, 1829";"Poissons";"Animalia";"Actinopterygii";"Syngnathiformes";"Syngnathidae";"69065";"28-08-2008"
"";"Hirundo rustica Linnaeus, 1758";"Hirundo rustica Linnaeus, 1758";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Hirundinidae";"3696";"19-10-2018"
"";"Hogna radiata (Latreille, 1817)";"Hogna radiata (Latreille, 1817)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Lycosidae";"233876";"02-06-2010"
"";"Holothuria forskali Delle Chiaje, 1823";"Holothuria forskali Delle Chiaje, 1823";"Autres";"Animalia";"Holothuroidea";"Holothuriida";"Holothuriidae";"28454";"11-07-2016"
"";"Holothuria poli Delle Chiaje, 1824";"Holothuria poli Delle Chiaje, 1824";"Autres";"Animalia";"Holothuroidea";"Holothuriida";"Holothuriidae";"28455";"02-09-2016"
"";"Holothuria sanctori Delle Chiaje, 1823";"Holothuria sanctori Delle Chiaje, 1823";"Autres";"Animalia";"Holothuroidea";"Holothuriida";"Holothuriidae";"359585";"07-07-2015"
"";"Holothuria tubulosa Gmelin, 1791";"Holothuria tubulosa Gmelin, 1791";"Autres";"Animalia";"Holothuroidea";"Holothuriida";"Holothuriidae";"386313";"06-08-2019"
"";"Hordeum murinum subsp. leporinum (Link) Arcang., 1882";"Hordeum murinum subsp. leporinum (Link) Arcang., 1882";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"136672";"14-05-1986"
"";"Hornera frondiculata (Lamarck, 1816)";"Hornera frondiculata (Lamarck, 1816)";"Autres";"Animalia";"Stenolaemata";"Cyclostomatida";"Horneridae";"383309";"01-10-1975"
"";"Hydroptila vectis Curtis, 1834";"Hydroptila vectis Curtis, 1834";"Insectes et araignées";"Animalia";"Insecta";"Trichoptera";"Hydroptilidae";"78937";"14-10-1981"
"";"Hyla arborea sarda (Betta, 1857)";"Hyla sarda (Betta, 1857)";"Amphibiens et reptiles";"Animalia";"Amphibia";"Anura";"Hylidae";"290";"01-01-2000"
"";"Hyla sarda (Betta, 1857)";"Hyla sarda (Betta, 1857)";"Amphibiens et reptiles";"Animalia";"Amphibia";"Anura";"Hylidae";"79261";"18-04-2018"
"";"Hyoscyamus albus L., 1753";"Hyoscyamus albus L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Solanales";"Solanaceae";"103178";"28-05-2019"
"";"Hypericum hircinum L., 1753";"Hypericum hircinum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malpighiales";"Hypericaceae";"103286";"26-04-1984"
"";"Hypochaeris achyrophorus L., 1753";"Hypochaeris achyrophorus L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"103352";"13-05-1986"
"";"Hypochaeris balbisii Loisel., 1810";"Hypochaeris glabra L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"103384";"09-05-1983"
"";"Hypochaeris glabra L., 1753";"Hypochaeris glabra L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"103364";"14-05-1986"
"";"Hypsugo savii (Bonaparte, 1837)";"Hypsugo savii (Bonaparte, 1837)";"Mammifères";"Animalia";"Mammalia";"Chiroptera";"Vespertilionidae";"60506";"01-09-2016"
"";"Pipistrellus savii (Bonaparte, 1837)";"Hypsugo savii (Bonaparte, 1837)";"Mammifères";"Animalia";"Mammalia";"Chiroptera";"Vespertilionidae";"60504";"09-07-1982"
"";"Hyptiotes flavidus (Blackwall, 1862)";"Hyptiotes flavidus (Blackwall, 1862)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Uloboridae";"234189";"28-09-2011"
"";"Hyptiotes paradoxus (C.L. Koch, 1834)";"Hyptiotes paradoxus (C.L. Koch, 1834)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Uloboridae";"1058";"08-07-2013"
"";"Ichthyaetus audouinii (Payraudeau, 1826)";"Ichthyaetus audouinii (Payraudeau, 1826)";"Oiseaux";"Animalia";"Aves";"Charadriiformes";"Laridae";"627743";"07-06-2019"
"";"Larus audouinii Payraudeau, 1826";"Ichthyaetus audouinii (Payraudeau, 1826)";"Oiseaux";"Animalia";"Aves";"Charadriiformes";"Laridae";"3287";"01-06-2010"
"";"Ichthyaetus melanocephalus (Temminck, 1820)";"Ichthyaetus melanocephalus (Temminck, 1820)";"Oiseaux";"Animalia";"Aves";"Charadriiformes";"Laridae";"627745";"15-04-2014"
"";"Icius hamatus (C.L. Koch, 1846)";"Icius hamatus (C.L. Koch, 1846)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Salticidae";"2109";"12-07-2013"
"";"Idaea degeneraria (Hübner, 1799)";"Idaea degeneraria (Hübner, 1799)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Geometridae";"248479";"02-04-2019"
"";"Idaea ostrinaria (Hübner, 1813)";"Idaea ostrinaria (Hübner, 1813)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Geometridae";"248470";"24-06-2011"
"";"Idaea politaria (Hübner, 1799)";"Idaea politaria (Hübner, 1799)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Geometridae";"248452";"24-06-2011"
"";"Idaea rubraria (Staudinger, 1901)";"Idaea rubraria (Staudinger, 1901)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Geometridae";"780258";"24-06-2011"
"";"Ischnura genei (Rambur, 1842)";"Ischnura genei (Rambur, 1842)";"Insectes et araignées";"Animalia";"Insecta";"Odonata";"Coenagrionidae";"65113";"03-08-2017"
"";"Isolepis cernua (Vahl) Roem. & Schult., 1817";"Isolepis cernua (Vahl) Roem. & Schult., 1817";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Cyperaceae";"103857";"02-07-1982"
"";"Isolepis setacea (L.) R.Br., 1810";"Isolepis setacea (L.) R.Br., 1810";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Cyperaceae";"103898";"04-05-1980"
"";"Jacobaea erratica (Bertol.) Fourr., 1868";"Jacobaea erratica (Bertol.) Fourr., 1868";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"610644";"01-05-1984"
"";"Jacobaea maritima (L.) Pelser & Meijden, 2005 subsp. maritima";"Jacobaea maritima (L.) Pelser & Meijden, 2005 subsp. maritima";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"612653";"12-05-2018"
"";"Jacobaea maritima (L.) Pelser & Meijden, 2005";"Jacobaea maritima (L.) Pelser & Meijden, 2005";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"610643";"28-05-2019"
"";"Jania rubens (L.) J.V.Lamour., 1816";"Jania rubens (L.) J.V.Lamour., 1816";"Plantes, mousses et fougères";"Plantae";"Florideophyceae";"Corallinales";"Corallinaceae";"72894";"11-07-2016"
"";"Jania virgata (Zanardini) Mont., 1846";"Jania virgata (Zanardini) Mont., 1846";"Plantes, mousses et fougères";"Plantae";"Florideophyceae";"Corallinales";"Corallinaceae";"569278";"11-07-2016"
"";"Juncus bufonius L., 1753";"Juncus bufonius L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Juncaceae";"104144";"01-05-1994"
"";"Juncus minutulus (Albert & Jahand.) Prain, 1921";"Juncus bufonius L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Juncaceae";"104255";"10-05-1983"
"";"Juncus capitatus Weigel, 1772";"Juncus capitatus Weigel, 1772";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Juncaceae";"104148";"13-05-1986"
"";"Juniperus oxycedrus L., 1753 subsp. oxycedrus";"Juniperus oxycedrus L., 1753 subsp. oxycedrus";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Cupressales";"Cupressaceae";"136979";"11-05-2018"
"";"Juniperus oxycedrus L., 1753";"Juniperus oxycedrus L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Cupressales";"Cupressaceae";"104409";"11-09-2017"
"";"Juniperus turbinata Guss., 1844";"Juniperus phoenicea subsp. turbinata (Guss.) Nyman, 1881";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Cupressales";"Cupressaceae";"104420";"22-05-2012"
"";"Juniperus phoenicea L., 1753";"Juniperus phoenicea L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Cupressales";"Cupressaceae";"104410";"03-07-1982"
"";"Jynx torquilla Linnaeus, 1758";"Jynx torquilla Linnaeus, 1758";"Oiseaux";"Animalia";"Aves";"Piciformes";"Picidae";"3595";"31-05-2015"
