"";"Name quoted";"Valide Name";"Simplified group";"Kingdom";"Class";"Order";"Family";"CD_NOM";"Date of the last observation"
"";"Lythrum hyssopifolia L., 1753";"Lythrum hyssopifolia L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Myrtales";"Lythraceae";"107106";"04-07-1984"
"";"Dendryphantes nidicolens (Walckenaer)";"Macaroeris nidicolens (Walckenaer, 1802)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Salticidae";"2105";"25-05-1988"
"";"Macroglossum stellatarum (Linnaeus, 1758)";"Macroglossum stellatarum (Linnaeus, 1758)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Sphingidae";"54829";"31-08-2019"
"";"Maia squinado (Herbst, 1788)";"Maja squinado (Herbst, 1788)";"Crabes, crevettes, cloportes et mille-pattes";"Animalia";"Malacostraca";"Decapoda";"Majidae";"18558";"24-05-1988"
"";"Maja squinado (Herbst, 1788)";"Maja squinado (Herbst, 1788)";"Crabes, crevettes, cloportes et mille-pattes";"Animalia";"Malacostraca";"Decapoda";"Majidae";"350518";"11-07-2016"
"";"Malva arborea (L.) Webb & Berthel., 1837";"Malva arborea (L.) Webb & Berthel., 1837";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Malvaceae";"107233";"26-04-2019"
"";"Malva neglecta Wallr., 1824";"Malva neglecta Wallr., 1824";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Malvaceae";"107284";"06-05-1985"
"";"Lavatera maritima Gouan, 1773";"Malva subovata (DC.) Molero & J.M.Monts., 2005";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Malvaceae";"105350";"04-03-1991"
"";"Malva sylvestris L., 1753 subsp. sylvestris";"Malva sylvestris L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Malvaceae";"137580";"11-05-2018"
"";"Malva sylvestris L., 1753";"Malva sylvestris L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malvales";"Malvaceae";"107318";"27-07-2019"
"";"Mangora acalypha (Walckenaer, 1802)";"Mangora acalypha (Walckenaer, 1802)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Araneidae";"1585";"02-06-2010"
"";"Maniola jurtina (Linnaeus, 1758)";"Maniola jurtina (Linnaeus, 1758)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Nymphalidae";"53668";"30-06-2016"
"";"Marmorana serpentina (A. Férussac, 1821)";"Marmorana serpentina (A. Férussac, 1821)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Helicidae";"61778";"31-12-1995"
"";"Marrubium vulgare L., 1753";"Marrubium vulgare L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Lamiaceae";"107397";"27-05-2014"
"";"Marthasterias glacialis (Linnaeus, 1758)";"Marthasterias glacialis (Linnaeus, 1758)";"Autres";"Animalia";"Asteroidea";"Forcipulatida";"Asteriidae";"28412";"02-08-2019"
"";"Matricaria chamomilla L., 1753";"Matricaria chamomilla L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"107440";"12-05-2018"
"";"Matthiola tricuspidata (L.) W.T.Aiton, 1812";"Matthiola tricuspidata (L.) W.T.Aiton, 1812";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Brassicales";"Brassicaceae";"107506";"07-06-2010"
"";"Medicago arabica (L.) Huds., 1762";"Medicago arabica (L.) Huds., 1762";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"107574";"12-05-2018"
"";"Medicago marina L., 1753";"Medicago marina L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"107654";"24-04-2018"
"";"Medicago orbicularis (L.) Bartal., 1776";"Medicago orbicularis (L.) Bartal., 1776";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"107677";"14-05-1986"
"";"Medicago polymorpha L., 1753";"Medicago polymorpha L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"107689";"01-05-1994"
"";"Medicago praecox DC., 1813";"Medicago praecox DC., 1813";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"107692";"08-05-1983"
"";"Medicago truncatula Gaertn., 1791";"Medicago truncatula Gaertn., 1791";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"107739";"01-01-1987"
"";"Megascolia maculata flavifrons (Fabricius, 1775)";"Megascolia maculata flavifrons (Fabricius, 1775)";"Insectes et araignées";"Animalia";"Insecta";"Hymenoptera";"Scoliidae";"251827";"02-06-2011"
"";"Megascolia maculata (Drury, 1773)";"Megascolia maculata (Drury, 1773)";"Insectes et araignées";"Animalia";"Insecta";"Hymenoptera";"Scoliidae";"231728";"20-06-2011"
"";"Melica minuta L., 1767";"Melica minuta L., 1767";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"107867";"06-06-2018"
"";"Melilotus elegans Salzm. ex Ser., 1825";"Melilotus elegans Salzm. ex Ser., 1825";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"107905";"09-05-1980"
"";"Melilotus indicus (L.) All., 1785";"Melilotus indicus (L.) All., 1785";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"107914";"07-06-2010"
"";"Menophra abruptaria (Thunberg, 1792)";"Menophra abruptaria (Thunberg, 1792)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Geometridae";"248901";"14-03-2019"
"";"Mentha pulegium L., 1753";"Mentha pulegium L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Lamiaceae";"108138";"06-05-1983"
"";"Mercurialis annua L., 1753";"Mercurialis annua L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Malpighiales";"Euphorbiaceae";"108351";"10-05-1983"
"";"Merops apiaster Linnaeus, 1758";"Merops apiaster Linnaeus, 1758";"Oiseaux";"Animalia";"Aves";"Coraciiformes";"Meropidae";"3582";"08-05-2016"
"";"Mesembryanthemum cordifolium L.f., 1782";"Mesembryanthemum cordifolium L.f., 1782";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Aizoaceae";"108389";"22-09-2019"
"";"Mesophyllum expansum (Philippi) Cabioch & M.L.Mendoza, 2003";"Mesophyllum expansum (Philippi) Cabioch & M.L.Mendoza, 2003";"Plantes, mousses et fougères";"Plantae";"Florideophyceae";"Hapalidiales";"Hapalidiaceae";"627543";"07-07-2015"
"";"Metellina merianae (Scopoli, 1763)";"Metellina merianae (Scopoli, 1763)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Tetragnathidae";"234065";"02-06-2010"
"";"Micrasema togatum (Hagen, 1864)";"Micrasema togatum (Hagen, 1864)";"Insectes et araignées";"Animalia";"Insecta";"Trichoptera";"Brachycentridae";"78881";"14-10-1981"
"";"Microlipophrys canevae (Vinciguerra, 1880)";"Microlipophrys canevae (Vinciguerra, 1880)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Blenniidae";"849120";"25-06-2009"
"";"Micrommata ligurinum (C.L. Koch, 1845)";"Micrommata ligurina (C.L. Koch, 1845)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Sparassidae";"1708";"28-09-2011"
"";"Micropyrum tenellum (L.) Link, 1844";"Micropyrum tenellum (L.) Link, 1844";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Poales";"Poaceae";"108519";"05-08-1983"
"";"Cernuella vestita (Rambur, 1868)";"Microxeromagna lowei (Potiez & Michaud, 1838)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Geomitridae";"779504";"31-12-1995"
"";"Milax nigricans (Philippi, 1836)";"Milax nigricans (Philippi, 1836)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Milacidae";"163158";"12-10-1999"
"";"Milvus milvus (Linnaeus, 1758)";"Milvus milvus (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Accipitriformes";"Accipitridae";"2844";"22-09-2018"
"";"Mimetus laevigatus (Keyserling, 1863)";"Mimetus laevigatus (Keyserling, 1863)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Mimetidae";"909";"25-05-1988"
"";"Miniopterus schreibersi (Kuhl, 1817)";"Miniopterus schreibersii (Natterer in Kuhl, 1817)";"Mammifères";"Animalia";"Mammalia";"Chiroptera";"Miniopteridae";"60546";"01-06-2006"
"";"Miniopterus schreibersii (Natterer in Kuhl, 1817)";"Miniopterus schreibersii (Natterer in Kuhl, 1817)";"Mammifères";"Animalia";"Mammalia";"Chiroptera";"Miniopteridae";"79305";"01-09-2016"
"";"Mirabilis jalapa L., 1753";"Mirabilis jalapa L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Nyctaginaceae";"108628";"22-09-2019"
"";"Misopates orontium (L.) Raf., 1840";"Misopates orontium (L.) Raf., 1840";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Plantaginaceae";"108645";"11-05-2018"
"";"Moehringia pentandra J.Gay, 1832";"Moehringia pentandra J.Gay, 1832";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Caryophyllaceae";"108689";"08-05-1983"
"";"Moenchia erecta (L.) G.Gaertn., B.Mey. & Scherb., 1799 subsp. erecta";"Moenchia erecta (L.) G.Gaertn., B.Mey. & Scherb., 1799";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Caryophyllaceae";"137862";"13-05-1986"
"";"Montia fontana subsp. amporitana Sennen, 1911";"Montia fontana subsp. amporitana Sennen, 1911";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Montiaceae";"137877";"06-05-1985"
"";"Montia arvensis Wallr., 1840";"Montia fontana subsp. minor (C.C.Gmel.) Schübl. & G.Martens, 1834";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Montiaceae";"108780";"09-05-1983"
"";"Monticola solitarius (Linnaeus, 1758)";"Monticola solitarius (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Muscicapidae";"4087";"01-08-2019"
"";"Motacilla alba Linnaeus, 1758";"Motacilla alba Linnaeus, 1758";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Motacillidae";"3941";"07-05-2013"
"";"Motacilla cinerea Tunstall, 1771";"Motacilla cinerea Tunstall, 1771";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Motacillidae";"3755";"02-08-2019"
"";"Motacilla flava Linnaeus, 1758";"Motacilla flava Linnaeus, 1758";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Motacillidae";"3741";"18-04-2012"
"";"Mullus surmuletus Linnaeus, 1758";"Mullus surmuletus Linnaeus, 1758";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Mullidae";"69721";"14-09-2020"
"";"Muraena helena Linnaeus, 1758";"Muraena helena Linnaeus, 1758";"Poissons";"Animalia";"Actinopterygii";"Anguilliformes";"Muraenidae";"66863";"14-09-2020"
"";"Mus musculus Linnaeus, 1758";"Mus musculus Linnaeus, 1758";"Mammifères";"Animalia";"Mammalia";"Rodentia";"Muridae";"61568";"30-06-1982"
"";"Muscari comosum (L.) Mill., 1768";"Muscari comosum (L.) Mill., 1768";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asparagales";"Asparagaceae";"108874";"12-05-2018"
"";"Muscicapa striata (Pallas, 1764)";"Muscicapa striata (Pallas, 1764)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Muscicapidae";"4319";"18-05-2010"
"";"Muscicapa tyrrhenica Schiebel, 1910";"Muscicapa tyrrhenica Schiebel, 1910";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Muscicapidae";"847121";"05-08-2018"
"";"Mylabris variabilis (Pallas, 1781)";"Mylabris variabilis (Pallas, 1781)";"Insectes et araignées";"Animalia";"Insecta";"Coleoptera";"Meloidae";"224008";"11-07-2019"
"";"Myotis capaccinii capaccinii (Bonaparte, 1837)";"Myotis capaccinii capaccinii (Bonaparte, 1837)";"Mammifères";"Animalia";"Mammalia";"Chiroptera";"Vespertilionidae";"200117";"15-04-2009"
"";"Myotis daubentonii (Kuhl, 1817)";"Myotis daubentonii (Kuhl, 1817)";"Mammifères";"Animalia";"Mammalia";"Chiroptera";"Vespertilionidae";"200118";"01-09-2016"
"";"Myotis emarginatus (É. Geoffroy Saint-Hilaire, 1806)";"Myotis emarginatus (É. Geoffroy Saint-Hilaire, 1806)";"Mammifères";"Animalia";"Mammalia";"Chiroptera";"Vespertilionidae";"60400";"01-09-2016"
"";"Myotis mystacinus (Kuhl, 1817)";"Myotis mystacinus (Kuhl, 1817)";"Mammifères";"Animalia";"Mammalia";"Chiroptera";"Vespertilionidae";"60383";"01-09-2016"
"";"Myriapora truncata (Pallas, 1766)";"Myriapora truncata (Pallas, 1766)";"Autres";"Animalia";"Gymnolaemata";"Cheilostomatida";"Myriaporidae";"378314";"03-07-2019"
"";"Myrtus communis L., 1753 subsp. communis";"Myrtus communis L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Myrtales";"Myrtaceae";"137962";"07-06-2010"
"";"Myrtus communis L., 1753";"Myrtus communis L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Myrtales";"Myrtaceae";"109186";"06-08-2019"
"";"Myxicola aesthetica (Claparède, 1870)";"Myxicola aesthetica (Claparède, 1870)";"Autres";"Animalia";"Polychaeta";"Sabellida";"Sabellidae";"666";"23-06-2014"
"";"Narcissus tazetta L., 1753 subsp. tazetta";"Narcissus tazetta L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asparagales";"Amaryllidaceae";"138027";"06-05-1983"
"";"Narcissus tazetta subsp. italicus (Ker Gawl.) Baker, 1888";"Narcissus tazetta L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asparagales";"Amaryllidaceae";"138017";"06-05-1983"
"";"Nasturtium officinale W.T.Aiton, 1812";"Nasturtium officinale W.T.Aiton, 1812";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Brassicales";"Brassicaceae";"109422";"13-05-1980"
"";"Naufraga balearica Constance & Cannon, 1967";"Naufraga balearica Constance & Cannon, 1967";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Apiales";"Apiaceae";"109455";"08-11-1996"
"";"Nemesia corsica Simon, 1914";"Nemesia corsica Simon, 1914";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Nemesiidae";"233915";"28-09-2011"
"";"Neomaja goltziana (d'Oliveira, 1889)";"Neomaja goltziana (d'Oliveira, 1889)";"Crabes, crevettes, cloportes et mille-pattes";"Animalia";"Malacostraca";"Decapoda";"Majidae";"815917";"05-09-2017"
"";"Neoscona adianta (Walckenaer, 1802)";"Neoscona adianta (Walckenaer, 1802)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Araneidae";"1571";"15-05-2014"
"";"Neoscona subfusca (C.L. Koch, 1837)";"Neoscona subfusca (C.L. Koch, 1837)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Araneidae";"233229";"15-05-2014"
"";"Neotinea maculata (Desf.) Stearn, 1974";"Neotinea maculata (Desf.) Stearn, 1974";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asparagales";"Orchidaceae";"109499";"04-05-1980"
"";"Nerium oleander L., 1753";"Nerium oleander L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Gentianales";"Apocynaceae";"109584";"14-10-2020"
"";"Niphona picticornis Mulsant, 1839";"Niphona picticornis Mulsant, 1839";"Insectes et araignées";"Animalia";"Insecta";"Coleoptera";"Cerambycidae";"11766";"15-09-2020"
"";"Nomisia aussereri (L. Koch, 1872)";"Nomisia aussereri (L. Koch, 1872)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Gnaphosidae";"1220";"21-09-1987"
"";"Nomisia exornata (C.L. Koch, 1839)";"Nomisia exornata (C.L. Koch, 1839)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Gnaphosidae";"233360";"15-05-2014"
"";"Nyctalus leisleri (Kuhl, 1817)";"Nyctalus leisleri (Kuhl, 1817)";"Mammifères";"Animalia";"Mammalia";"Chiroptera";"Vespertilionidae";"60461";"01-09-2016"
"";"Nycticorax nycticorax (Linnaeus, 1758)";"Nycticorax nycticorax (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Pelecaniformes";"Ardeidae";"2481";"23-05-2005"
"";"Oblada melanura (Linnaeus, 1758)";"Oblada melanura (Linnaeus, 1758)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Sparidae";"69638";"14-09-2020"
"";"Odontites luteus (L.) Clairv., 1811 subsp. luteus";"Odontites luteus (L.) Clairv., 1811 subsp. luteus";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Orobanchaceae";"138127";"21-09-1987"
"";"Oecobius navus Blackwall, 1859";"Oecobius navus Blackwall, 1859";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Oecobiidae";"233928";"15-05-2014"
"";"Oedalechilus labeo (Cuvier, 1829)";"Oedalechilus labeo (Cuvier, 1829)";"Poissons";"Animalia";"Actinopterygii";"Mugiliformes";"Mugilidae";"69799";"19-08-2018"
"";"Oedipoda caerulescens (Linnaeus, 1758)";"Oedipoda caerulescens (Linnaeus, 1758)";"Insectes et araignées";"Animalia";"Insecta";"Orthoptera";"Acrididae";"66194";"23-07-1980"
"";"Oenanthe oenanthe (Linnaeus, 1758)";"Oenanthe oenanthe (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Muscicapidae";"4064";"02-10-2018"
"";"Allosorus pteridioides (Reichard) Christenh., 2012";"Oeosporangium pteridioides (Reichard) Fraser-Jenk. & Pariyar, 2016";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Polypodiales";"Pteridaceae";"717072";"30-04-2017"
"";"Oeosporangium tinaei (Tod.) Fraser-Jenk., 2017";"Oeosporangium tinaei (Tod.) Fraser-Jenk., 2017";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Polypodiales";"Pteridaceae";"959234";"06-06-2018"
"";"Olea europaea L., 1753 subsp. europaea";"Olea europaea L., 1753 subsp. europaea";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Oleaceae";"159745";"08-05-2018"
"";"Olea europaea var. sylvestris (Mill.) Lehr, 1779";"Olea europaea L., 1753 subsp. europaea";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Oleaceae";"154447";"22-05-2012"
"";"Olea europaea L., 1753";"Olea europaea L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Oleaceae";"110002";"07-09-2019"
"";"Olios argeliasius (Walckenaer)";"Olios argelasius (Walckenaer, 1806)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Sparassidae";"1705";"28-09-2011"
"";"Onopordum illyricum L., 1753";"Onopordum illyricum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asterales";"Asteraceae";"110260";"10-06-2017"
"";"Onthophagus taurus (Schreber, 1759)";"Onthophagus taurus (Schreber, 1759)";"Insectes et araignées";"Animalia";"Insecta";"Coleoptera";"Scarabaeidae";"10844";"28-07-1997"
"";"Ophioglossum lusitanicum L., 1753";"Ophioglossum lusitanicum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Ophioglossales";"Ophioglossaceae";"110307";"25-04-1984"
"";"Ophiothrix fragilis (Abildgaard in O.F. Müller, 1789)";"Ophiothrix fragilis (Abildgaard in O.F. Müller, 1789)";"Autres";"Animalia";"Ophiuroidea";"Amphilepidida";"Ophiotrichidae";"28426";"11-07-2016"
"";"Opuntia ficus-indica (L.) Mill., 1768";"Opuntia ficus-indica (L.) Mill., 1768";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Caryophyllales";"Cactaceae";"110758";"16-06-2019"
"";"Oriolus oriolus (Linnaeus, 1758)";"Oriolus oriolus (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Passeriformes";"Oriolidae";"3803";"01-05-2017"
"";"Ornithopus compressus L., 1753";"Ornithopus compressus L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"111406";"25-04-2014"
"";"Ornithopus pinnatus (Mill.) Druce, 1907";"Ornithopus pinnatus (Mill.) Druce, 1907";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Fabales";"Fabaceae";"111420";"06-06-2018"
"";"Orobanche minor Sm., 1797";"Orobanche minor Sm., 1797";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Lamiales";"Orobanchaceae";"111614";"30-04-2017"
"";"Orthetrum brunneum (Boyer de Fonscolombe, 1837)";"Orthetrum brunneum (Boyer de Fonscolombe, 1837)";"Insectes et araignées";"Animalia";"Insecta";"Odonata";"Libellulidae";"65290";"03-07-2019"
"";"Orthetrum cancellatum (Linnaeus, 1758)";"Orthetrum cancellatum (Linnaeus, 1758)";"Insectes et araignées";"Animalia";"Insecta";"Odonata";"Libellulidae";"65278";"17-08-2013"
"";"Orthetrum coerulescens anceps (Schneider, 1845)";"Orthetrum coerulescens anceps (Schneider, 1845)";"Insectes et araignées";"Animalia";"Insecta";"Odonata";"Libellulidae";"199691";"31-07-1992"
"";"Orthosia cruda (Denis & Schiffermüller, 1775)";"Orthosia cruda (Denis & Schiffermüller, 1775)";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Noctuidae";"249576";"14-03-2019"
"";"Oscarella lobularis (Schmidt, 1862)";"Oscarella lobularis (Schmidt, 1862)";"Autres";"Animalia";"Homoscleromorpha";"Homosclerophorida";"Oscarellidae";"70799";"02-09-2018"
"";"Osmunda regalis L., 1753";"Osmunda regalis L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Osmundales";"Osmundaceae";"111815";"02-07-1982"
"";"Otus scops (Linnaeus, 1758)";"Otus scops (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Strigiformes";"Strigidae";"3489";"10-09-2019"
"";"Oxalis corniculata L., 1753";"Oxalis corniculata L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Oxalidales";"Oxalidaceae";"111876";"13-09-1983"
"";"Oxychilus edmundi Falkner, 2008";"Oxychilus edmundi Falkner, 2008";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Oxychilidae";"457175";"17-05-2017"
"";"Oxychilus tropidophorus (J. Mabille, 1869)";"Oxychilus tropidophorus (J. Mabille, 1869)";"Escargots et autres mollusques";"Animalia";"Gastropoda";"Stylommatophora";"Oxychilidae";"163132";"12-10-1999"
"";"Oxyopes heterophtalmus Latreille";"Oxyopes heterophthalmus (Latreille, 1804)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Oxyopidae";"936";"02-06-2010"
"";"Oxyopes heterophthalmus (Latreille, 1804)";"Oxyopes heterophthalmus (Latreille, 1804)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Oxyopidae";"934";"02-06-2010"
"";"Oxyopes nigripalpis Kulczynski, 1891";"Oxyopes nigripalpis Kulczyński, 1891";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Oxyopidae";"233937";"08-07-2013"
"";"Oxyopes nigripalpis Kulczyński, 1891";"Oxyopes nigripalpis Kulczyński, 1891";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Oxyopidae";"457347";"08-07-2013"
"";"Oxythyrea funesta (Poda, 1761)";"Oxythyrea funesta (Poda, 1761)";"Insectes et araignées";"Animalia";"Insecta";"Coleoptera";"Scarabaeidae";"11030";"17-04-2018"
"";"Pachymatisma johnstonia (Bowerbank in Johnston, 1842)";"Pachymatisma johnstonia (Bowerbank in Johnston, 1842)";"Autres";"Animalia";"Demospongiae";"Tetractinellida";"Geodiidae";"363129";"07-07-2015"
"";"Pachypus candidae (Petagna, 1787)";"Pachypus candidae (Petagna, 1787)";"Insectes et araignées";"Animalia";"Insecta";"Coleoptera";"Scarabaeidae";"10868";"03-06-2016"
"";"Pachyxyphus lineellus (Mulsant & Rey, 1852)";"Pachyxyphus lineellus (Mulsant & Rey, 1852)";"Insectes et araignées";"Animalia";"Insecta";"Hemiptera";"Miridae";"237533";"31-12-1986"
"";"Padina pavonica (L.) Thivy, 1960";"Padina pavonica (L.) Thivy, 1960";"Autres";"Chromista";"Phaeophyceae";"Dictyotales";"Dictyotaceae";"373162";"06-08-2019"
"";"Pagurus anachoretus Risso, 1827";"Pagurus anachoretus Risso, 1827";"Crabes, crevettes, cloportes et mille-pattes";"Animalia";"Malacostraca";"Decapoda";"Paguridae";"350379";"23-06-2014"
"";"Theridion pallens Blackwall, 1834";"Paidiscura pallens (Blackwall, 1834)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Theridiidae";"1288";"24-05-1988"
"";"Palinurus elephas (Fabricius, 1787)";"Palinurus elephas (Fabricius, 1787)";"Crabes, crevettes, cloportes et mille-pattes";"Animalia";"Malacostraca";"Decapoda";"Palinuridae";"18441";"02-09-2018"
"";"Palliduphantes angustiformis (Simon, 1884)";"Palliduphantes angustiformis (Simon, 1884)";"Insectes et araignées";"Animalia";"Arachnida";"Araneae";"Linyphiidae";"233695";"02-06-2010"
"";"Palmophyllum crassum (Naccari) Rabenh., 1868";"Palmophyllum crassum (Naccari) Rabenh., 1868";"Plantes, mousses et fougères";"Plantae";"Pyramimonadophyceae";"Palmophyllales";"Palmophyllaceae";"380782";"07-07-2015"
"";"Palpares libelluloides (Linnaeus, 1764)";"Palpares libelluloides (Linnaeus, 1764)";"Insectes et araignées";"Animalia";"Insecta";"Neuroptera";"Myrmeleontidae";"220008";"02-06-2011"
"";"Pancratium illyricum L., 1753";"Pancratium illyricum L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Asparagales";"Amaryllidaceae";"112069";"20-05-2018"
"";"Pandion haliaetus (Linnaeus, 1758)";"Pandion haliaetus (Linnaeus, 1758)";"Oiseaux";"Animalia";"Aves";"Accipitriformes";"Pandionidae";"2660";"01-08-2019"
"";"Papaver rhoeas L., 1753";"Papaver rhoeas L., 1753";"Plantes, mousses et fougères";"Plantae";"Equisetopsida";"Ranunculales";"Papaveraceae";"112355";"11-05-2018"
"";"Papilio hospiton Guenée, 1839";"Papilio hospiton Gené, 1839";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Papilionidae";"54470";"03-08-2012"
"";"Papilio machaon Linnaeus, 1758";"Papilio machaon Linnaeus, 1758";"Insectes et araignées";"Animalia";"Insecta";"Lepidoptera";"Papilionidae";"54468";"31-08-2019"
"";"Parablennius gattorugine (Linnaeus, 1758)";"Parablennius gattorugine (Linnaeus, 1758)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Blenniidae";"70047";"16-08-2016"
"";"Parablennius pilicornis (Cuvier, 1829)";"Parablennius pilicornis (Cuvier, 1829)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Blenniidae";"70054";"02-08-2019"
"";"Parablennius rouxi (Cocco, 1833)";"Parablennius rouxi (Cocco, 1833)";"Poissons";"Animalia";"Actinopterygii";"Perciformes";"Blenniidae";"70057";"11-07-2016"
