datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited	isolatedfrom	isolator	isolationmethod	conditionsforgrowth	geneticallymodified	genotype	mutant	race	alternatestate	strainproperties	strainapplications	formofsupply	restrictions	biologicalrisks	pathogenicity
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	131035	Animalia	Chordata			Syngnathidae	Microphis	brachyurus lineatus		Microphis brachyurus lineatus	(Kaup, 1856)		1978	08	17	J. L. Helmer					E. C. Perrone	1988	05	19		Vitória	Rio Jardim Camburi	-20,3	-40,3	-40.3	-20.3									8				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:47	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2838	Animalia	Chordata			Haemulidae	Haemulon	parra		Haemulon parra	(Desmarest, 1823)		2013	03	07	R. M. Macieira; T. Giarrizzo & C. R. Pimentel					R. M. Macieira					Anchieta	Praia dos Castelhanos	-20,835	-40,622	-40.622	-20.835								Álcool 99%	1				<nO>Coletados com Puçá. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4640	Animalia	Chordata			Achiridae	Achirus	lineatus		Achirus lineatus	(Linnaeus, 1758)		2022	04	21	F. Toscano et. al.					H. Guabiroba & F. Toscano					Aracruz	Estuário Piraquê-açú, Aracruz - ES (Interno)	-19,5582	-40,10499	-40.10499	-19.5582								Formol 10% --> Álcool 70%	1				<nO>PA1U1 / Arrasto com portas / Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:45:55	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	408	Animalia	Chordata			Sciaenidae	Macrodon	ancylodon		Macrodon ancylodon	(Bloch & Schneider, 1801)		2002	09	17	J-C. Joyeux et al. (turma de Recursos Vivos 1)					C. R. Pimentel	2007	09	13		Vitória	Baía do Espírito Santo	-20,31	-40,34	-40.34	-20.31								Formol 10% -> Álcool 70%	1				<nO>Coletado com rede de arrasto de camarão. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4538	Animalia	Chordata			Ariidae	Genidens	genidens		Genidens genidens	(Cuvier, 1829)		2021	11	30	F. Toscano et. al.					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,38779	-39,49284	-39.49284	-19.38779								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ RD2UC1/ Coordenadas obtidas in situ.; Presente;</nO>																					
2022-12-15T10:28:40	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4282	Animalia	Chordata			Ariidae	Genidens	genidens		Genidens genidens	(Cuvier, 1829)		2021	06	19	H. Guabiroba & F. Toscano					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	14				<nO>Picaré + peneira / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:49	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	900	Animalia	Chordata			Haemulidae	Pomadasys	crocro		Pomadasys crocro	(Cuvier, 1830)		2008	07	19	R. M. Macieira & C. R. Pimentel					R. M. Macieira, C. R. Pimentel & L. B. Stocco	2008	07	22		Anchieta	Estuário do rio Benevente	-20,8	-40,65	-40.65	-20.8								Formol 10% -> Álcool 70%	1				<nO>Coletado com rede de arrasto. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:34	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	586	Animalia	Chordata			Antennariidae	Phrynelox	scaber		Phrynelox scaber	(Cuvier, 1817)		1987	12	03	J. L. Gasparini & V. H. Gasparini										Vitória	Pier's do Tubarão (cordão)	-20,3	-40,3	-40.3	-20.3					25	25		Álcool 70%	10				<nO>Coletado com rede balão na pesca de camarão em fundo lodoso. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:58	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1937	Animalia	Chordata			Cynoglossidae	Symphurus	sp.		Symphurus sp.			2008	03	05	H. T. Pinheiro					H. T. Pinheiro. & Simon T.E					Itapemirim	Praia de Itaoca	-20,921	-40,786	-40.786	-20.921								Formol 10% -> Álcool 70%	2				<nO>Coletado em arrasto de balão na lama. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:34	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4560	Animalia	Chordata			Gobiidae	Ctenogobius	boleosoma		Ctenogobius boleosoma	(Jordan & Gilbert 1882)		2021	05	01	F. Toscano et. al.					H. Guabiroba & F. Toscano					Aracruz	Estuário Piraquê-açú, Aracruz - ES (Interno)	-19,56088	-40,10538	-40.10538	-19.56088								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ PA1U2/ Coordenadas obtidas in situ.; Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	0		UFES	CIUFES	4078	Animalia	Chordata				#Value!	#value!		#Value! #value!																				0	0													<nO>Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4223	Animalia	Chordata			Atherinopsidae	Atherinella	brasiliensis		Atherinella brasiliensis	(Quoy & Gaimard, 1825)					H. Guabiroba & F. Toscano					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	6				<nO>Picaré + peneira + puçá / Fotografado / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4621	Animalia	Chordata			Cynoglossidae	Symphurus	kyaropterygium		Symphurus kyaropterygium	Menezes & Benvegnú, 1976		2021	07	18	F. Toscano et. al.					H. Guabiroba & F. Toscano					Aracruz	Estuário Piraquê-açú, Aracruz - ES (Externo)	-19,58452	-40,0566	-40.0566	-19.58452								Formol 10% --> Álcool 70%	1				<nO>PA6U3 / Arrasto com portas / Coordenadas obtidas in situ.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4634	Animalia	Chordata			Gerreidae	Diapterus	auratus		Diapterus auratus	Ranzani 1842		2021	07	19	F. Toscano et. al.					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Interno)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-11-30T14:57:07	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4564	Animalia	Chordata			Sciaenidae	Ophioscion	punctatissimus		Ophioscion punctatissimus	Meek & Hildebrand, 1925		2022	05	30	R. Andrades & F. Toscano					H. Guabiroba					Marataízes	Rio Itapemirim, Marataízes - ES (interno)	-21,003784	-40,803736	-40.803736	-21.003784								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ ITA3/ Coordenadas obtidas posteriormente no Google earth.; Presente;</nO>																					
2022-05-09T10:45:47	PreservedSpecimen	Brasil	Rio de Janeiro	UFES	CIUFES	10	Animalia	Chordata			Gobiidae	Microgobius	carri		Microgobius carri	(Fowler, 1945)		2004	02	13	J-C. Joyeux & James van Tassell					J. V. Tassell					Arraial do Cabo	Ilha de Cabo Frio: Praia dos Anjos	-23	-41,3	-41.3	-23								Álcool 92,8%	1				<nO>Coletado com puçá. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:43	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2072	Animalia	Chordata			Gobiidae	Ctenogobius	smaragdus		Ctenogobius smaragdus	(Valenciennes, 1837)		2011	05	22	R. M. Macieira & J-C Joyeux					R. M. Macieira					Anchieta	Estuário do Rio Benevente	-20,8	-40,655	-40.655	-20.8								Álcool 92,8%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:51	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1004	Animalia	Chordata			Labrisomidae	Starksia	brasiliensis		Starksia brasiliensis	(Gilbert, 1900)		2008	08	28	A. Carvalho-Filho, R. M. Macieira & C. R. Pimentel					C. R. Pimentel & L. B. Stocco	2008	09	22		Guarapari	Ilha Escalvada	-20,7	-40,4	-40.4	-20.7								Formol 10% -> Álcool 70%	2				<nO>Coletado com puçá em mergulho autônomo; 20S 42' /40W 24'; Presente;</nO>																					
2022-12-15T10:28:34	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4468	Animalia	Chordata			Gobiidae	Ctenogobius	boleosoma		Ctenogobius boleosoma	(Jordan & Gilbert 1882)		2021	11	29	R. Andrades, R. Martins & F. Toscano					H. Guabiroba					Linhares	Rio Doce, Regência, Estuário (Interno) - montante ponto do valão	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	3				<nO>Puçá + picaré / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:47	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	3287	Animalia	Chordata			Gobiidae	Lythrypnus	sp. a		Lythrypnus sp. a			2015	01	12	R. M. Macieira, C. L. S. Sampaio					R. M. Macieira					Salvador	Iate, Baía de Todos os Santos	-12.97	-38.51	-38.51	-12.97								Álcool 93%	7				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:35	PreservedSpecimen	Brasil	Rio Grande do Norte	UFES	CIUFES	3249	Animalia	Chordata			Acanthuridae	Acanthurus	chirurgus		Acanthurus chirurgus	(Bloch, 1787)		2014	09	25	R. Andrades					R. Andrades						Atol das Rocas	-3,857	-33,818	-33.818	-3.857								Formol 10% -> Álcool 70%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:47	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	431	Animalia	Chordata			Haemulidae	Anisotremus	virginicus		Anisotremus virginicus	(Linnaeus, 1758)		2002	03	29						C. R. Pimentel	2007	10	04		Anchieta	Praia dos Castelhanos	-20,83	-40,61	-40.61	-20.83								Formol 10% -> Álcool 70%	1				<nO>20S 50' /40W 37'; Presente;</nO>																					
2022-05-09T10:45:42	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1231	Animalia	Chordata			Gobiidae	Coryphopterus	dicrus		Coryphopterus dicrus	Bohlke & Robins, 1960		2008	02	13	V. C. Brilhante et al.					C. R. Pimentel & L. B. Stocco	2009	03	04		Guarapari	Ilha Escalvada	-20,7	-40,4	-40.4	-20.7								Formol 10% -> Álcool 70%	2				<nO>Coletado com puçá em mergulho autônomo; Projeto do V. C. Brilhante; 20S 42' /40W 24'; Presente;</nO>																					
2022-05-09T10:45:35	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	131277	Animalia	Chordata			Ophidiidae							1982	08	25	J. L. Helmer & C. Zamprogno										Vitória	Baía de Camburi	-20,31	-40,33	-40.33	-20.31									9				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4532	Animalia	Chordata			Clupeidae	Lile	piquitinga		Lile piquitinga	(Schreiner & Miranda Ribeiro, 1903)		2021	11	29	R. Martins & F. Toscano					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Interno - ponto do valão)	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	1				<nO>Picaré / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	91	Animalia	Chordata			Syngnathidae	Hippocampus	reidi		Hippocampus reidi	(Ginsburg, 1933)		2004	03	01	L. P. Chagas										Vitória	Baía do Espírito Santo	-20,31	-40,34	-40.34	-20.31								Álcool 92,8%	1				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130174	Animalia	Chordata			Pomacentridae	Chromis	aff. multilineata		Chromis aff. multilineata	(Guichenot, 1855)		1985	01		Barco Charmoso										Linhares	Ao largo da foz do Rio Doce - Regência	-19,65	-39,815	-39.815	-19.65					60	60			1				<nO>Fauna acompanhante da pesca do camarão com rede de arrasto. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:34	PreservedSpecimen	Brasil	Rio Grande do Sul	UFES	CIUFES	2672	Animalia	Chordata			Anablepidae	Jenynsia	multidentata		Jenynsia multidentata	(Jenyns, 1842)		2011	11	21	J-C. Joyeux					J-C. Joyeux					Rio Grande	Rio Grande	-32,15	-52,1	-52.1	-32.15								Álcool 93%	12				<nO>Perto dos molhes sul.; Presente;</nO>																					
2022-12-15T10:28:34	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4467	Animalia	Chordata			Gobiidae	Ctenogobius	boleosoma		Ctenogobius boleosoma	(Jordan & Gilbert 1882)		2021	12	16	R. Andrades, R. Martins & F. Toscano					H. Guabiroba					Linhares	Rio Doce, Regência, Estuário (Interno) - ponto do valão	-19,4064	-40,069420	-40.06942	-19.4064								Formol 10% --> Álcool 70%	1				<nO>Puçá + picaré / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:54	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2077	Animalia	Chordata			Pomacentridae	Stegastes	variabilis		Stegastes variabilis	(Castelnau 1855)		2011	06	02	R. M. Macieira & J. L. Gasparini					R. M. Macieira					Aracruz	Barra do Riacho	-19,829	-40,061	-40.061	-19.829								Formol 10% -> Álcool 70%	1				<nO>IMETAME. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:43	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	1227	Animalia	Chordata			Gobiidae	Elacatinus	figaro		Elacatinus figaro	Sazima, Moura & Rosa, 1996		2008	02	14	V. C. Brilhante et al.					C. R. Pimentel & L. B. Stocco	2009	03	02		Guarapari	Ilhas Rasas	-20,657	-40,51	-40.51	-20.657								Formol 10% -> Álcool 70%	2				<nO>Coletado com puçá em mergulho autônomo; Projeto do V. C. Brilhante. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:50	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	116	Animalia	Chordata			Labrisomidae	Labrisomus	nuchipinnis		Labrisomus nuchipinnis	(Quoy & Gaimard, 1824)		2005	03	25	J-C. Joyeux & R. C. Smarzaro										Aracruz	Praia Escondida; poça de maré	-19,93	-40,12	-40.12	-19.93								Álcool 70%	10				<nO>Coletado com puçá; 10 juvenis de aproximadamente 300 mm de CT. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:42	PreservedSpecimen	Brasil	Rio de Janeiro	UFES	CIUFES	41	Animalia	Chordata			Gobiidae	Coryphopterus	spp.		Coryphopterus spp.			2004	02	11	J-C. Joyeux & James van Tassell										Arraial do Cabo	Saco dos Cardeiros	-22,966	-42,029	-42.029	-22.966								Álcool 92,8%	10				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Rio Grande do Norte	UFES	CIUFES	3568	Animalia	Chordata			Blenniidae	Scartella	itajobi		Scartella itajobi	Rangel & Mendes, 2009		2014	09		R. Andrades, G. C. Cardozo-Ferreira					R. Andrades						Atol das Rocas	-3,864	-33,804	-33.804	-3.864								Gelo -> Formol 10% -> Álcool 70%	2				<nO>Poças de maré + Eugenol / Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:56	PreservedSpecimen	0		UFES	CIUFES	131651	Animalia	Chordata			Serranidae	Diplectrum	radiale		Diplectrum radiale	(Quoy & Gaimard, 1824)																			0	0									1				<nO>Presente;</nO>																					
2022-05-09T10:45:50	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	130944	Animalia	Chordata			Labrisomidae	Labrisomus	nuchipinnis		Labrisomus nuchipinnis	(Quoy & Gaimard, 1824)		1982	06	22	C. Zamprogno, E. C. Perrone, E. B. Santana & W. O. Reis					C. Zamprogno					Serra	Praia de Manguinhos - Jacaraipe	-20,203	-40,195	-40.195	-20.203									3				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:42	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	216	Animalia	Chordata			Gobiidae	Coryphopterus	dicrus		Coryphopterus dicrus	Bohlke & Robins, 1960		2005	11	07	J-C. Joyeux & R. M. Macieira										Guarapari	Ilha Escalvada	-20,7	-40,4	-40.4	-20.7					14	14		Formol 10% -> Álcool 70%	4				<nO>20S 42' /40W 24'; Presente;</nO>																					
2022-05-09T10:45:52	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	131281	Animalia	Chordata			Mullidae	Pseudupeneus	maculatus		Pseudupeneus maculatus	(Bloch, 1793)		1982	06	24	E. C. Perrone & E. B. Santana					E. C. Perrone					Vila Velha	Ilha Pituã - Itapoã	-20,35	-40,28	-40.28	-20.35									2				<nO>Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:35	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	738	Animalia	Chordata			Apogonidae	Apogon	pseudomaculatus		Apogon pseudomaculatus	Longley, 1932		2008	02	08	J-C. Joyeux, J. L. Gasparini, R. M. Macieira & V. C. Brilhante					R. M. Macieira & C. R. Pimentel	2008	02	15		Guarapari	Naufrágio Bellucia (proa)	-20,65	-40,51	-40.51	-20.65								Formol 10% -> Álcool 70%	1				<nO>Coletado com puçá em mergulho autônomo; Projeto do V. C. Brilhante. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:58	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3191	Animalia	Chordata			Scorpaenidae	Scorpaena	brasiliensis		Scorpaena brasiliensis	(Cuvier 1829)		2014	02	26	L. R. Bonesi					L. R. Bonesi					São Mateus	Barra Nova	-18,95	-39,74	-39.74	-18.95								Formol 10% -> Álcool 70%	5				<nO>Coletado em arrasto. EIA-LIQUIPORT 20680.; Presente;</nO>																					
2022-05-09T10:45:40	PreservedSpecimen	Brasil	Pernambuco	UFES	CIUFES	2492	Animalia	Chordata			Dactyloscopidae	Storrsia	olsoni		Storrsia olsoni	(Dawson, 1982)		2013	04	05	R. M. Macieira & T. Simon					J-C. Joyeux					Fernando de Noronha	Cabeço Submarino	-3,824	-32,409	-32.409	-3.824								Álcool 96%	1				<nO>Coletado com Puçá + Q. Foto R. M. Macieira. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-12-15T10:28:38	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	4306	Animalia	Chordata			Carangidae	Chloroscombrus	chrysurus		Chloroscombrus chrysurus	(Linnaeus, 1766)		2021	07	17	H. Guabiroba et. al.					H. Guabiroba & F. Toscano					Linhares	Rio Doce, Regência, Estuário (Externo)	-19,40938	-39,46793	-39.46793	-19.40938								Formol 10% --> Álcool 70%	1				<nO>Arrasto com portas/ RD4U2/ Coordenadas obtidas in situ.; Presente;</nO>																					
2022-05-09T10:45:55	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	3241	Animalia	Chordata			Sciaenidae	Stellifer	brasiliensis		Stellifer brasiliensis	(Schultz, 1945)		2014	09	14	H. Guabiroba					H. Guabiroba					Caravelas	Caravelas	-17,733	-39,266	-39.266	-17.733								Álcool 92,8%	55				<nO>Coordenadas estimadas posteriormente no Google Earth. Coleta realizada com rede de arrasto.; Presente;</nO>																					
2022-05-09T10:45:37	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	3863	Animalia	Chordata			Blenniidae	Scartella	cristata		Scartella cristata	(Linnaeus, 1758)		2019	08	31	R. Andrades, F. Toscano, T. Quintão					R. Andrades, F. Toscano, T. Quintão					Serra	Manguinhos,ES	-20,1950	-40,1897	-40.1897	-20.195								Formol 10% --> Álcool 70%	2				<nO>Eugenol + puçá em poça de maré/ Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:33	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	880	Animalia	Chordata			Engraulidae	Anchoa	lyolepis		Anchoa lyolepis	(Evermann & Marsh, 1902)		1999	09	24	J-C. Joyeux et al.										Vitória	Baía de Vitória	-20,3	-40,3	-40.3	-20.3								Formol 10% -> Álcool 70%	1				<nO>Coletado com rede de arrasto. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:32	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2852	Animalia	Chordata			Ophichthidae	Myrophis	punctatus		Myrophis punctatus	(Lutken, 1852)		2004	05	01	C. C. Villar; D. M. Rosa; J. M. Fernades					C. C. Villar					Vitória	Ilha do Frade	-20,301	-40,279	-40.279	-20.301								Formol 10% -> Álcool 70%	1				<nO>Coletado com rede de arrasto do tipo picaré. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	653	Animalia	Chordata			Ariidae	Genidens	genidens		Genidens genidens	(Valenciennes, 1839)		2003	12	21											Aracruz	Estuário do rio Piraquê-mirim, Santa Cruz	-19,95	-40,17	-40.17	-19.95								Formol 10% -> Álcool 70%	4				<nO>PM-01; Coletado em arrasto com rede balão. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:46:00	PreservedSpecimen	Brasil	Bahia	UFES	CIUFES	130606	Animalia	Chordata			Syngnathidae	Micrognathus	crinitus		Micrognathus crinitus	(Jenyns, 1842)		1987	01	30	E. C. Perrone					E. C. Perrone	1988	05	23			Ilha Santa Bárbara - Arquipélago de Abrolhos	-17,967	-38,698	-38.698	-17.967									1				<nO>Coletado em poça de maré. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
2022-05-09T10:45:51	PreservedSpecimen	Brasil	Espírito Santo	UFES	CIUFES	2836	Animalia	Chordata			Lutjanidae	Lutjanus	alexandrei		Lutjanus alexandrei	(Moura & Lindeman, 2007)		2013	03	07	R. M. Macieira; T. Giarrizzo & C. R. Pimentel					R. M. Macieira					Anchieta	Praia dos Castelhanos	-20,835	-40,622	-40.622	-20.835								Álcool 99%	2				<nO>Coletados com Puçá. Coordenadas estimadas posteriormente no Google Earth.; Presente;</nO>																					
